original_index,is_outlier,begruendung,zielspalten_bewertet
242,False,"Die Werte sind im Kontext plausibel: Ein Ecobee SmartSensor 2-Pack für ~79 CAD ist ein realistischer Preis für Smart-Home-Technologie. Die hohen Views (16.695) und Replies (93) bei moderaten Votes (17) passen zu einem beliebten Deal in der Home-Improvement-Kategorie, da Smart-Home-Produkte oft viel Diskussion generieren.","['replies', 'views', 'votes', 'price', 'saving']"
243,False,"Die Werte sind im Kontext plausibel: Eine Hantelbank mit 100lb Gewichtset für ~260 CAD ist ein realistischer Preis für Fitnessausrüstung bei Costco. Die 4304 Views und 13 Replies zeigen normales Interesse an Sportequipment, während die -9 Votes auf gemischte Meinungen zur Deal-Qualität hindeuten, was bei Fitnessgeräten durchaus üblich ist.","['replies', 'views', 'votes', 'price', 'saving']"
244,True,"Die 13.941 Views sind für ein einfaches Handy-Ladegerät (Preis 7,99$) extrem hoch und passen nicht zur moderaten Anzahl von Replies (47) und Votes (37). Selbst bei einem guten Deal wären für dieses Produkt deutlich weniger Views zu erwarten.","['replies', 'views', 'votes', 'price', 'saving']"
245,False,"Die Werte sind für einen Gaming-Monitor (27"", 1440p, 165Hz, IPS) im mittleren Preissegment plausibel: Preis von 579,99 CAD und 20 CAD Ersparnis sind realistisch, die Engagement-Werte (2482 Views, 4 Replies, -4 Votes) passen zu einem durchschnittlich interessanten Deal in der Gaming-Hardware-Kategorie.","['replies', 'views', 'votes', 'price', 'saving']"
246,False,"Die Werte sind für ein attraktives Bankkonto-Angebot mit 300$ Bonus plausibel. Hohe Views (82977) und viele Replies (345) passen zu einem langfristigen, beliebten Finanzprodukt-Deal, während moderate Votes (15) und price/saving von 0 (typisch für Finanzdienstleistungen ohne direkten Produktpreis) im Kontext erwartbar sind.","['replies', 'views', 'votes', 'price', 'saving']"
247,True,"Die Anzahl der Views (2081) ist für einen einfachen Minions-Schlüsselanhänger für 1,25$ extrem hoch und steht in keinem realistischen Verhältnis zur geringen Engagement-Rate (nur 5 Antworten, 4 Votes) und dem niedrigpreisigen, alltäglichen Produkt aus einem Dollarstore.","['replies', 'views', 'votes', 'price', 'saving']"
248,True,"Der Preis von 175,47 CAD für eine 3M Vollgesichtsmaske ist im Juli 2020 (während der COVID-19-Pandemie) zwar erhöht, aber die extrem hohe Anzahl an Views (7919) und Replies (66) bei gleichzeitig 0 Votes ist sehr ungewöhnlich. Normalerweise würde ein so stark diskutierter Deal mit hohem Engagement auch deutliche Votes (positiv oder negativ) aufweisen.","['replies', 'views', 'votes', 'price', 'saving']"
249,False,"Die Werte sind für eine 1TB externe SSD im Kontext plausibel: Preis von 187,99$ mit 41$ Ersparnis liegt im realistischen Bereich für 2020, und die Engagement-Werte (2662 Views, 13 Replies, 0 Votes) sind typisch für einen soliden Tech-Deal in der Kategorie Peripherals & Accessories.","['replies', 'views', 'votes', 'price', 'saving']"
250,False,"Die Werte sind im Kontext plausibel: Eine elektrische Kettensäge für ~63 CAD ist ein attraktiver Preis für Home-Improvement-Produkte, was die hohen Views (9511) und das gute Engagement (30 Votes, 26 Replies) erklärt. Preis und Interaktionswerte passen zur Deal-Qualität und Produktkategorie.","['replies', 'views', 'votes', 'price', 'saving']"
251,False,"Die Werte sind für ein Amiibo-Vorbestellungsangebot plausibel: Preis von 21,99 CAD liegt im typischen Bereich für Amiibo-Figuren, 1409 Views und 12 Votes zeigen normales Interesse an Gaming-Collectibles, und 1 Reply ist bei Vorbestellungen ohne besondere Ersparnis erwartbar.","['replies', 'views', 'votes', 'price', 'saving']"
252,True,"Die Views (8281) sind extrem hoch für ein YMMV-Angebot von Dollarama-Graphic-Novels mit Preis 0€ und 0€ Ersparnis, während Replies (18) und Votes (16) vergleichsweise niedrig bleiben. Diese Diskrepanz zwischen sehr hoher Sichtbarkeit und geringem Engagement ist ungewöhnlich und deutet auf einen Ausreißer hin.","['replies', 'views', 'votes', 'price', 'saving']"
253,False,"Die Werte sind für ein Ingersoll-Rand Druckluft-Werkzeug plausibel: Der Preis von ~81€ liegt im typischen Bereich für professionelle Luftratschen dieser Marke, und die Engagement-Werte (1913 Views, 10 Replies, 4 Votes) sind angemessen für ein Spezialwerkzeug im Home & Garden Bereich, das eine Nischenzielgruppe anspricht.","['replies', 'views', 'votes', 'price', 'saving']"
254,False,"Ein 10-teiliges Impact-Socket-Set für 20$ ist ein realistischer Preis für Werkzeug im Budget-Segment. Die 8765 Views und 24 Replies zeigen solides Interesse an einem praktischen Automotive-Deal, während 0 Votes (neutral) bei diesem Produkttyp nicht ungewöhnlich sind.","['replies', 'views', 'votes', 'price', 'saving']"
255,False,"Ein professioneller Dampfgenerator für Dampfbäder im Preisbereich von 4499$ ist für diese Produktkategorie realistisch und liegt im erwartbaren Rahmen für hochwertige Home-Appliances. Die Engagement-Werte (18 Antworten, 4646 Views, 6 Votes) passen gut zu einem Nischenprodukt mit hohem Preisniveau und einer Ersparnis von ca. 1900$.","['replies', 'views', 'votes', 'price', 'saving']"
256,False,"Die Werte sind für einen Portable Charger mit 20000mAh zum Preis von 29.99€ plausibel. Die hohen Views (8337) und moderaten Replies (36) passen zu einem beliebten Elektronik-Deal, während 0 Votes und keine Ersparnis-Angabe im Forum-Kontext unauffällig sind.","['replies', 'views', 'votes', 'price', 'saving']"
257,True,"Die Anzahl der Views (78.875) ist für einen Laptop-Deal im mittleren Preissegment extrem hoch und liegt weit über dem typischen Engagement-Niveau vergleichbarer Deals. Während Preis, Replies und Votes im erwartbaren Rahmen für ein attraktives Laptop-Angebot liegen, deutet die außergewöhnlich hohe View-Zahl auf eine statistische Anomalie hin.","['replies', 'views', 'votes', 'price', 'saving']"
258,False,Die Werte sind im Kontext plausibel: Medizinische Masken während der COVID-19-Pandemie (Juli 2020) für 30$ pro 50er-Box entsprechen dem damaligen Marktniveau. Die hohen Views (3107) und kontroversen Votes (-16) sowie 16 Replies spiegeln das große öffentliche Interesse und mögliche Preisdiskussionen zu diesem sensiblen Thema wider.,"['replies', 'views', 'votes', 'price', 'saving']"
259,False,"Die Werte sind im Kontext plausibel: Ein Oakley-Rucksack für 39,99$ mit angeblich 87% Rabatt ist ein attraktiver Deal, der hohe Views (8032), gute Engagement-Werte (31 Replies, 24 Votes) rechtfertigt. Preis und Aktivität passen zur Markenbekanntheit und Deal-Attraktivität.","['replies', 'views', 'votes', 'price', 'saving']"
260,False,"Die Werte sind für ein kostenloses Mobile-Game plausibel: 0€ Preis bei 1,39€ Ersparnis, moderate Engagement-Werte (6 Antworten, 4108 Views, 0 Votes) passen zu einem typischen Free-Game-Deal im Forum. Keine auffälligen Abweichungen erkennbar.","['replies', 'views', 'votes', 'price', 'saving']"
261,False,"Die Werte sind für einen 27"" Gaming-Monitor mit 144Hz im Kontext plausibel: Preis von 259,99€ ist marktüblich, 6944 Views und 34 Replies zeigen normales Interesse an Gaming-Hardware, negative Votes (-3) deuten auf gemischte Meinungen zum Deal hin, was bei diesem Preissegment nachvollziehbar ist.","['replies', 'views', 'votes', 'price', 'saving']"
262,False,"Die Werte sind für einen Philips Haarschneider der Serie 7000 plausibel: Preis von 60 CAD liegt im erwartbaren Bereich für ein Markengerät, und die Engagement-Werte (3757 Views, 9 Replies, 7 Votes) passen zu einem beliebten 'back in stock'-Deal für ein gefragtes Produkt. Alle Zielspalten zeigen im Kontext normale Werte.","['replies', 'views', 'votes', 'price', 'saving']"
263,False,"Die Werte sind für einen monatlichen Costco-Sale-Thread plausibel: Hohe Views (68918) und Engagement (132 Replies, 134 Votes) passen zu einem umfassenden Sammel-Thread über mehrere Wochen mit vielen Angeboten. Price und Saving sind 0, da es sich um einen Übersichts-Thread handelt, nicht um ein einzelnes Produkt.","['replies', 'views', 'votes', 'price', 'saving']"
264,False,"Die Werte sind für ein Duracell Batterieladegerät mit Batterien im Kontext plausibel: Preis von 17,35$ ist marktüblich, 3297 Views zeigen solides Interesse an einem praktischen Elektronikprodukt, 9 Antworten und 0 Votes sind für einen durchschnittlichen Deal normal. Keine Ersparnis (0.0) deutet auf regulären Preis hin, was die moderate Engagement-Rate erklärt.","['replies', 'views', 'votes', 'price', 'saving']"
265,False,"Die hohen Engagement-Werte (103.491 Views, 247 Replies, 249 Votes) sind für ein kostenloses Angebot von Equifax-Kreditberichten während der COVID-19-Pandemie absolut plausibel. Ein solches finanziell relevantes Gratis-Angebot in einer Krisensituation erzeugt erwartbar großes öffentliches Interesse und rege Diskussionen.","['replies', 'views', 'votes', 'price', 'saving']"
266,False,"Die Werte sind für Snack-Produkte im Groceries-Bereich plausibel: Preis von 1,56€ ist typisch für Chips, 2340 Views und 9 Replies zeigen normales Interesse an einem Food-Deal, und 0 Votes (neutral) ist bei solchen Alltagsprodukten nicht ungewöhnlich.","['replies', 'views', 'votes', 'price', 'saving']"
267,False,"Wolverine 1000 Mile Boots sind hochwertige Heritage-Stiefel mit einem typischen Preisniveau von 150-400€. Der Preis von 166,39€ ist für dieses Premiumprodukt realistisch (vermutlich reduziert). Die 1159 Views bei 0 Replies und -1 Vote deuten auf moderates Interesse ohne starke Community-Reaktion hin, was bei Nischenprodukten im Damenschuh-Segment plausibel ist.","['replies', 'views', 'votes', 'price', 'saving']"
268,False,"Die Werte sind für ein Autopflegeprodukt (1 Gallon Autowaschmittel) im Kontext plausibel: Preis von ~29 CAD ist marktüblich für diese Produktgröße der Marke Chemical Guys, und die Engagement-Werte (5743 Views, 19 Replies, 7 Votes) zeigen normales Interesse an einem Automotive-Deal ohne außergewöhnliche Auffälligkeiten.","['replies', 'views', 'votes', 'price', 'saving']"
269,False,"Die Werte sind für eine 256GB MicroSD-Karte im Gaming-Kontext (Nintendo) plausibel: Preis von 64.99€ liegt im realistischen Bereich für diese Speichergröße, 1729 Views und 1 Reply bei 0 Votes deuten auf moderates Interesse hin, was bei einem zeitlich begrenzten Deal (3 Hours Left) ohne besondere Ersparnis (0.0) nachvollziehbar ist.","['replies', 'views', 'votes', 'price', 'saving']"
270,True,Die 44.969 Views sind für einen Monitor-Deal im Preissegment von 338$ extrem hoch und stehen in keinem realistischen Verhältnis zu den 178 Replies und 54 Votes. Selbst bei sehr beliebten Deals wäre diese View-Zahl für diese Produktkategorie und das Engagement-Level außergewöhnlich auffällig.,"['replies', 'views', 'votes', 'price', 'saving']"
271,False,"Die Werte sind im Kontext plausibel: Ein 4er-Pack Tile Mate Bluetooth-Tracker für 39,99 CAD ist ein realistischer Clearance-Preis. Die 1811 Views, 5 Replies und -3 Votes passen zu einem durchschnittlichen Deal mit moderatem Interesse und leicht negativer Community-Bewertung.","['replies', 'views', 'votes', 'price', 'saving']"
272,False,"Die Werte sind für einen Werkzeug-Deal (Metallsägebock für ~18$) plausibel: moderater Preis für ein Handwerksprodukt, solide Engagement-Werte (3899 Views, 17 Replies, 4 Votes) passen zu einem nützlichen, aber nicht spektakulären Deal. Keine Ersparnis angegeben (0.0) ist bei manchen Deals üblich.","['replies', 'views', 'votes', 'price', 'saving']"
273,False,"Die Werte sind für einen Nintendo 3DS Deal plausibel: Preis von 154,99€ ist realistisch für ein refurbished Gerät, und die hohen Views (12.250) sowie gutes Engagement (42 Replies, 26 Votes) passen zu einem beliebten Gaming-Produkt, das wieder verfügbar ist. Alle Zielspalten zeigen im Kontext erwartbare Werte.","['replies', 'views', 'votes', 'price', 'saving']"
274,False,"Die Werte sind für ein Banking-Angebot mit $500 Bonus plausibel: 6747 Views und 44 Replies zeigen starkes Interesse an einem attraktiven Finanzprodukt. Price und Saving sind 0, da es sich um ein Kontoeröffnungsangebot handelt, nicht um einen Produktkauf. Die 0 Votes sind ungewöhnlich niedrig, aber kein klarer Ausreißer bei dieser Engagement-Verteilung.","['replies', 'views', 'votes', 'price', 'saving']"
275,True,"Die Anzahl der Views (4875) ist für einen Hut-Deal mit negativen Votes (-3) und nur 18 Antworten extrem hoch und passt nicht zum geringen Engagement. Solch hohe Aufrufzahlen wären bei einem beliebteren oder hochwertigeren Deal erwartbar, nicht bei einem Nischenprodukt mit negativer Community-Bewertung.","['replies', 'views', 'votes', 'price', 'saving']"
276,False,"Die Werte sind für ein GoPro-Zubehörteil (Bite Mount + Floaty) im Kontext plausibel: Der Preis von 7,07 CAD ist realistisch für kleines Kamerazubehör, und die Engagement-Werte (6537 Views, 29 Replies, 29 Votes) zeigen ein normales Interesse an einem günstigen Deal für ein bekanntes Markenprodukt. Alle Zielspalten liegen im erwartbaren Bereich.","['replies', 'views', 'votes', 'price', 'saving']"
277,False,"Die Werte sind für einen Baumarkt-Deal mit Schrauben plausibel: Preis von 29.99€ für 1000 Schrauben ist realistisch, 2560 Views und 10 Replies zeigen normales Interesse an einem Heimwerker-Produkt, 4 positive Votes passen zur Nischenattraktivität. Alle Engagement-Metriken sind im erwartbaren Bereich für diese Produktkategorie.","['replies', 'views', 'votes', 'price', 'saving']"
278,True,"Die 8149 Views sind extrem hoch für einen Ryobi-Inflator mit nur 5$ Ersparnis, 24 Replies und -3 Votes. Solch hohe Aufrufzahlen wären bei einem deutlich attraktiveren Deal oder beliebteren Produkt erwartbar, nicht bei einem Nischenwerkzeug mit negativer Community-Bewertung.","['replies', 'views', 'votes', 'price', 'saving']"
279,False,"Die Werte sind für einen Lenovo Flex 5 Laptop mit Ryzen 4700U, 16GB RAM und 512GB SSD plausibel: Der Preis von 1029 CAD liegt im erwartbaren Bereich für diese Spezifikation. Die hohen Views (20838), Replies (93) und positiven Votes (28) spiegeln das starke Interesse an einem attraktiven Laptop-Deal wider, was für die Kategorie Computers & Electronics typisch ist.","['replies', 'views', 'votes', 'price', 'saving']"
280,True,"Die 2005 Views sind für ein einfaches Lebensmittelangebot (Pfirsiche für 0,67$/lb) extrem hoch, während replies (2) und votes (6) sehr niedrig bleiben. Diese Diskrepanz zwischen Views und Engagement ist für einen regionalen Grocery-Deal ungewöhnlich stark ausgeprägt.","['replies', 'views', 'votes', 'price', 'saving']"
281,True,"Die 16.311 Views sind extrem hoch für ein Set von zwei Kaffeegläsern im Wert von 10 CAD. Selbst bei 50% Rabatt ist dies ein sehr einfaches Haushaltsprodukt, das normalerweise nicht diese außergewöhnliche Aufmerksamkeit generieren würde – die View-Zahl liegt weit über dem erwartbaren Niveau für diese Produktkategorie und Preisspanne.","['replies', 'views', 'votes', 'price', 'saving']"
282,True,"Die 5420 Views sind extrem hoch für polarisierte Sonnenbrillen zu 3,50€ von Dollarama (Billig-Retailer). Während der niedrige Preis und 31 Replies plausibel sind, ist die View-Anzahl im Verhältnis zu nur 5 Votes und dem einfachen Produkt ungewöhnlich hoch und deutet auf eine Anomalie hin.","['replies', 'views', 'votes', 'price', 'saving']"
283,False,"Die Werte sind für einen Ryobi 12V Bohrmaschinen-Deal konsistent: Der Preis von ~30 CAD ist realistisch für ein Einsteiger-Akkuschrauber-Set, und die hohen Views (6672) sowie moderate Engagement-Werte (20 Replies, 9 Votes) passen zu einem attraktiven Werkzeug-Deal in einem DIY-Forum.","['replies', 'views', 'votes', 'price', 'saving']"
284,True,"Die 14.445 Views sind für ein Gartenwerkzeug-Set im Wert von ~30$ extrem hoch und passen nicht zur moderaten Engagement-Rate (38 Antworten, 32 Votes). Solch hohe Aufrufzahlen wären eher bei hochpreisigen Elektronik-Deals oder außergewöhnlichen Schnäppchen zu erwarten.","['replies', 'views', 'votes', 'price', 'saving']"
